row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_03_BB_10mM.mzML Peak height,20260424_CVOL_Group_03_IAA_50uM.mzML Peak height,20260424_CVOL_Group_03_Pt_1A_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_1A_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_1B_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_1B_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_2A_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_2A_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_2B_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_2B_20m.mzML Peak height,20260424_CVOL_Group_03_QC_01.mzML Peak height,20260424_CVOL_Group_03_QC_02.mzML Peak height,20260424_CVOL_Group_03_QC_03.mzML Peak height,20260424_CVOL_Group_03_QC_04.mzML Peak height,20260424_CVOL_Group_03_QC_05.mzML Peak height,20260424_CVOL_Group_03_QC_06.mzML Peak height,20260424_CVOL_Group_03_bl.mzML Peak height,20260424_CVOL_Group_03_wt_1A_0m.mzML Peak height,20260424_CVOL_Group_03_wt_1A_20m.mzML Peak height,20260424_CVOL_Group_03_wt_1B_0m.mzML Peak height,20260424_CVOL_Group_03_wt_1B_20m.mzML Peak height,20260424_CVOL_Group_03_wt_2A_0m.mzML Peak height,20260424_CVOL_Group_03_wt_2A_20m.mzML Peak height,20260424_CVOL_Group_03_wt_2B_0m.mzML Peak height,20260424_CVOL_Group_03_wt_2B_20m.mzML Peak height,20260424_CVOL_bk_mapp_05.mzML Peak height,
70,352.2439175540147,0.58540773,,,,,,,,,,,4.9762147E8,0,1.030489E8,7.768452E7,9.1243336E7,8.828297E7,1.02038456E8,8.670082E7,1.0520266E8,1.0781056E8,1.5289602E8,1.4647226E8,1.6350546E8,1.4519627E8,1.6505106E8,1.7514942E8,0,5.9909744E7,8.259341E7,5.13984E7,8.350882E7,1.04137176E8,1.1426636E8,1.1673032E8,9.37312E7,0,
71,176.0916141666778,0.586208,,,,,,,,,,,6723111.0,0,3803013.0,3423782.8,3596051.8,3730496.0,3959679.5,3736840.2,3445016.0,4093417.5,5270713.0,5344475.0,5278849.0,5598316.5,5183288.5,5609453.0,0,2801217.0,3595367.5,2324460.8,4025081.2,3816498.8,3533136.2,3779366.5,3407535.2,0,
72,469.323042427589,0.59015405,,,,,,,,,,,3.5139498E8,0,4.530881E7,3.3931828E7,4.007781E7,3.735707E7,4.3319108E7,3.8425548E7,4.455434E7,4.770404E7,6.119172E7,6.3367116E7,6.877876E7,6.2758176E7,6.6604624E7,6.902837E7,0,2.8072236E7,3.4324836E7,2.30956E7,3.695981E7,4.8380744E7,5.2068184E7,5.4641772E7,4.0941348E7,0,
73,234.02023211251202,0.6221065,,,,,,,,,,,0,0,1.4695369E7,1.5709268E7,1.3843956E7,1.5341851E7,0,1.3897743E7,1.5055791E7,1.5047977E7,1.1637282E7,1.4080473E7,1.3200159E7,1.427277E7,1.5203424E7,1.3603514E7,0,1.8879098E7,1.6126541E7,1.7860656E7,1.6037764E7,1.3635761E7,1.4711645E7,1.2387539E7,1.2920665E7,0,
74,586.4021467572995,0.5909239,,,,,,,,,,,1.20468424E8,0,1.4307696E7,1.1836541E7,1.2165775E7,1.2297604E7,1.2748814E7,1.191839E7,1.2845808E7,1.4610348E7,1.6585257E7,1.872714E7,2.0856688E7,1.9620448E7,2.0617608E7,1.8465504E7,0,9442897.0,1.075952E7,7060550.0,1.1833081E7,1.4355383E7,1.7211068E7,1.7229158E7,1.2768016E7,0,
75,165.07575350165612,0.647223,,,,,,,,,,,0,279625.06,2.8449124E7,3.1619546E7,2.8529478E7,2.968664E7,2.7968294E7,2.8140286E7,2.667401E7,2.9483746E7,2.9183254E7,4862193.0,2.6445748E7,2.7044722E7,2.7029102E7,4337000.5,376560.6,2.8573798E7,2.9022804E7,2.5790686E7,2.9311172E7,2.4044948E7,2.5905864E7,2.5867108E7,2.5732566E7,0,
76,120.09303217880566,0.59179443,,,,,,,,,,,4808728.0,0,4310607.5,4601179.0,4384589.5,5020655.0,4596925.5,4661032.0,4603062.5,4776751.5,4585074.5,4587151.5,4516646.5,4907401.0,4642287.5,4595692.5,0,3759326.0,4186942.8,3883327.8,4422557.0,4598691.0,4533694.0,4682077.5,4371669.0,0,
77,590.3427661499252,0.591761,,,,,,,,,,,1.2801674E7,0,4134195.8,2999083.2,3234433.0,3396848.0,3563807.5,3159412.5,3403142.2,4214604.5,4462636.0,4582678.5,5388585.5,4684375.0,5617128.0,5146561.5,0,2288100.0,3054593.5,1900803.6,3220252.0,3928279.5,4247981.0,3936306.5,3445653.0,0,
78,703.4812070573649,0.592127,,,,,,,,,,,2.7871076E7,0,3522954.5,3082682.5,2692664.8,2797859.0,3026039.0,2979059.8,3121792.8,3765740.0,4121950.0,4760505.0,4698794.5,5342925.5,5197837.5,4145278.5,0,2242551.0,2878211.5,1737314.9,2777451.5,3848633.8,4137878.5,4827274.5,3350079.2,0,
79,707.4218328423293,0.59292614,,,,,,,,,,,9077350.0,0,1916012.0,1824073.4,1843751.4,2089632.9,1745122.4,1902764.8,1729134.8,2167665.0,2298059.2,2549108.5,2899983.5,2860152.0,3179620.0,2767824.2,0,1386538.4,1502527.8,945201.75,1576215.1,1964690.1,2268247.0,2444702.8,1691495.2,0,
80,236.16785526203347,0.5857786,,,,,,,,,,,2.7458678E8,0,1.7656947E8,1.6048574E8,1.6152416E8,1.6174306E8,1.774334E8,1.5807976E8,1.5945648E8,1.8389627E8,2.2334162E8,2.2122202E8,2.3800101E8,2.3425448E8,2.5217323E8,2.5066634E8,0,1.1637193E8,1.7362446E8,9.8853976E7,1.4523672E8,1.5537235E8,1.6345498E8,1.7804846E8,1.515009E8,0,
81,120.09063994535664,0.59496385,,,,,,,,,,,1.7260682E7,0,1.6134907E7,1.5948023E7,1.5732844E7,1.581676E7,1.6405806E7,1.5341596E7,1.6223841E7,1.6193847E7,1.578474E7,1.6211007E7,1.6386535E7,1.6000533E7,1.7153176E7,1.6377885E7,0,1.356116E7,1.5429172E7,1.3503401E7,1.5205333E7,1.6207008E7,1.5860893E7,1.5835998E7,1.5876756E7,0,
82,820.5597293851561,0.59577614,,,,,,,,,,,7511341.5,0,847106.25,771624.3,666277.3,853246.6,748307.2,883196.2,760678.2,967584.2,941944.5,1232699.9,1311094.1,1613318.5,1403701.0,1248468.8,0,547004.5,648506.3,483360.47,680375.1,1004529.2,1120849.2,1491434.4,801376.44,0,
83,824.5008784272976,0.59692705,,,,,,,,,,,6202944.0,0,1180492.9,1142750.5,1189575.0,1206526.6,1201979.5,1195239.2,1202065.4,1329212.6,1537881.5,1767568.2,1784335.5,1968416.1,1752983.6,1719885.4,0,838437.3,1279156.8,794187.4,1005212.8,1522238.5,1500500.2,1629841.9,1503662.5,0,
84,236.0554767858862,0.5958306,,,,,,,,,,,5716327.0,0,5422342.0,3534950.2,0,593420.75,4841609.0,0,0,4562501.0,5005281.0,5479368.0,8078177.0,4777360.5,0,0,0,3151791.5,0,0,3088211.2,0,4049939.5,3689953.8,0,0,
85,937.6379355457816,0.59652686,,,,,,,,,,,4866618.0,0,594979.4,358917.94,0,498071.5,0,0,572580.7,601514.3,835639.2,889136.6,944123.7,974107.9,1087874.8,910441.9,0,0,0,0,407243.12,690290.94,853282.75,891273.5,831807.3,0,
86,234.02023430761403,0.6319538,,,,,,,,,,,0,0,1.4548837E7,1.5212851E7,1.4407069E7,1.4598008E7,1.4230677E7,1.3887614E7,1.4472322E7,1.3757856E7,1.4398607E7,1.4168036E7,1.3550748E7,1.3601686E7,1.4380235E7,1.3830547E7,0,1.7871448E7,1.5869546E7,1.927256E7,1.580787E7,1.4021614E7,1.3684942E7,1.1772876E7,1.2402445E7,0,
87,434.16245169667286,0.6395921,,,,,,,,,,,0,0,5.362825E7,4.9742384E7,4.69038E7,3.9887544E7,5.3250676E7,4.558522E7,4.994522E7,4.765975E7,5.427139E7,5.456372E7,4.932374E7,5.0044604E7,5.40308E7,5.542746E7,0,3.9338556E7,5.0608868E7,3.8550464E7,4.8167476E7,3.9900404E7,4.424278E7,4.551071E7,3.954026E7,0,
88,236.06201651185833,0.6090964,,,,,,,,,,,4721116.5,0,0,0,0,1549197.5,2684308.2,3561532.5,0,0,5066767.5,6186504.0,0,4631430.0,5953571.5,8287105.0,0,0,0,0,0,0,0,0,856965.8,0,
89,391.1200824649821,0.6445204,,,,,,,,,,,0,0,1.8860892E7,1.8186144E7,1.8283506E7,1.5634956E7,1.8367372E7,1.5968146E7,1.7993432E7,1.7189E7,1.688929E7,1.6979438E7,1.5345895E7,1.5430722E7,1.6336808E7,1.6851104E7,0,1.8370756E7,1.8419256E7,2.0505404E7,1.7087674E7,1.269428E7,1.1527832E7,1.3586278E7,1.3274587E7,0,
90,189.0733937884527,0.64589584,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875631.3,0,0,0,0,0,0,0,0,0,
91,196.06383801729592,0.6581376,,,,,,,,,,,0,0,1.4002037E8,1.3464069E8,1.371007E8,1.4178518E8,1.3588627E8,1.2531037E8,1.311419E8,1.3151632E8,1.3316719E8,1.2408807E8,1.2203289E8,1.1469309E8,1.1916259E8,1.2905868E8,0,1.5022288E8,1.3809725E8,1.4959568E8,1.4048658E8,1.09968184E8,1.0704186E8,1.1911266E8,1.1642072E8,0,
92,134.95625666684353,0.6617286,,,,,,,,,,,0,882227.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,137.00173427988,0.6617286,,,,,,,,,,,0,1.011842E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,144.98800036602915,0.6617286,,,,,,,,,,,0,1.0641319E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,145.98866941527808,0.6617286,,,,,,,,,,,0,2152848.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,146.0069097778332,0.6617286,,,,,,,,,,,0,1.5210911E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,155.4923431658378,0.6617286,,,,,,,,,,,0,2979167.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,155.99120202922288,0.6617286,,,,,,,,,,,0,2107107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,157.03519756956277,0.6617286,,,,,,,,,,,0,4.382117E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,158.03456351031454,0.6617286,,,,,,,,,,,0,741563.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,158.0384459232784,0.6617286,,,,,,,,,,,0,2008180.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,159.03092629058614,0.6617286,,,,,,,,,,,0,4603727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,167.48672840887858,0.6617286,,,,,,,,,,,0,7981601.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,176.00866803098552,0.6617286,,,,,,,,,,,0,3190441.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,178.94600415776534,0.6617286,,,,,,,,,,,0,2329137.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,195.9487979898979,0.6617286,,,,,,,,,,,0,3117645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,217.0144505636924,0.6617286,,,,,,,,,,,0,3124670.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,223.94364553531324,0.6617286,,,,,,,,,,,0,3222837.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,225.01001315021304,0.6617286,,,,,,,,,,,0,2113343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,240.9875261621193,0.6617286,,,,,,,,,,,0,4821890.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,245.96776007561252,0.6617286,,,,,,,,,,,0,1497616.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,256.959964218535,0.6617286,,,,,,,,,,,0,7694784.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,259.9581304386841,0.6617286,,,,,,,,,,,0,3279279.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,264.9678319405041,0.6617286,,,,,,,,,,,0,2293220.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,273.9626118287737,0.6617286,,,,,,,,,,,0,8917292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,301.95752554238345,0.6617286,,,,,,,,,,,0,6809660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,477.20465167843463,0.6200036,,,,,,,,,,,1.6409455E7,0,1.8566882E7,1.4380749E7,1.3379567E7,0,0,0,1.8427358E7,1.4644285E7,1.656013E7,1.7139478E7,1.5302714E7,1.5255705E7,1.7151726E7,1.7305678E7,0,9552496.0,1.964382E7,1.2310678E7,1.541339E7,2.0431078E7,1.8867478E7,1.6015275E7,0,0,
118,129.05473499214722,0.66367644,,,,,,,,,,,0,0,2.2150694E7,2.3664366E7,2.2268308E7,2.3433178E7,2.1512598E7,2.0298042E7,2.1541172E7,2.1558472E7,2.264171E7,2.2619572E7,2.1263028E7,2.1800206E7,2.1055592E7,2.350587E7,292030.12,2.2375696E7,2.2877888E7,1.9527932E7,2.2289178E7,1.7672432E7,1.937878E7,1.9583698E7,1.9196266E7,0,
119,165.07578529720163,0.66440374,,,,,,,,,,,0,0,2.8268236E7,3.0137748E7,2.8148852E7,2.9514092E7,2.774924E7,2.5683992E7,2.7149998E7,2.7599042E7,2.95429E7,2.8873908E7,2.7668688E7,2.7376776E7,2.6721468E7,3.0345578E7,398737.22,2.7928728E7,2.8905324E7,2.5799158E7,2.8048172E7,2.3046428E7,2.4928538E7,2.5065002E7,2.4674748E7,0,
120,147.06517844411806,0.66485304,,,,,,,,,,,0,0,1.8286688E7,1.9494514E7,1.8264826E7,1.9531934E7,1.7731208E7,1.6454068E7,1.7596266E7,1.763003E7,1.8883428E7,1.822796E7,1.8243176E7,1.7915432E7,1.7936576E7,1.9392958E7,227191.23,1.8693108E7,1.9286748E7,1.6911376E7,1.8212388E7,1.4746798E7,1.6079424E7,1.5691347E7,1.6486442E7,0,
121,144.95679130898205,0.7259607,,,,,,,,,,,0,713965.94,0,0,245086.38,276407.66,260619.86,275000.66,269154.5,0,0,0,0,0,0,0,917503.2,450875.6,277094.88,506045.22,0,337513.0,0,341341.5,314415.8,799552.9,
122,183.08637462476284,0.66604686,,,,,,,,,,,0,0,7.717479E7,8.087746E7,7.710055E7,8.220027E7,7.349443E7,6.9813144E7,7.5727976E7,7.5576584E7,7.918135E7,7.749201E7,7.569984E7,7.369657E7,7.23138E7,8.118193E7,1225348.4,7.421667E7,7.968755E7,6.882526E7,7.599392E7,6.4198628E7,6.7031004E7,6.7868984E7,6.6305892E7,0,
123,218.0457132612454,0.67075926,,,,,,,,,,,0,0,6232533.5,5765250.0,5325127.5,6326877.0,5107714.0,4937177.5,5210005.5,5454451.0,5045636.0,4574292.0,4820389.5,4648366.5,5008183.5,5640677.0,0,5837964.0,5239645.5,6595184.0,5770448.0,4353060.5,4537979.0,4469388.0,4492979.5,0,
124,321.10900362254074,0.7035955,,,,,,,,,,,0,0,3312113.0,3241098.5,3481008.2,3606123.2,3670221.8,3411068.2,3754010.0,4543188.5,5614825.5,6110726.5,6470967.0,6757711.5,0,5912084.0,0,2389395.5,3252091.2,2181656.0,3375379.5,3333570.0,3626875.5,4385005.0,3827427.5,0,
125,234.2729846416268,0.62655145,,,,,,,,,,,5095362.0,0,3161899.0,0,0,5539181.0,2554388.5,0,0,0,5740166.0,0,0,0,6289515.5,1348664.0,0,0,0,0,0,0,0,2350120.2,589856.06,0,
126,154.99344746804803,0.67194104,,,,,,,,,,,0,4094599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,299.5878406687294,0.6747677,,,,,,,,,,,0,0,1.2056544E7,1.2383988E7,1.1231481E7,1.3258909E7,9888541.0,1.0977742E7,1.147678E7,1.2459221E7,1.3516035E7,1.3556062E7,1.3625267E7,1.2733256E7,1.4069797E7,1.5180314E7,0,1.0000977E7,1.1569837E7,9899705.0,1.2672236E7,9021245.0,1.0342708E7,1.0643301E7,1.0951252E7,0,
128,193.16286346836415,0.68361634,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,994841.8,1097863.4,803310.44,946184.06,829594.06,1018612.25,2725150.0,0,0,0,0,0,0,0,0,0,
129,214.14139014437623,0.67685604,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934980.6,0,0,0,0,0,0,0,0,0,
130,174.14881168908119,0.68345934,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,646623.8,0,739030.8,792522.2,560928.0,643719.8,2257621.0,0,0,0,0,0,0,0,0,0,
131,515.1609688687219,0.6239647,,,,,,,,,,,1832378.6,0,949750.8,1098331.4,710217.44,1022973.44,769883.06,0,882615.5,856715.9,741260.7,0,998360.75,0,1274212.6,0,0,0,1089194.1,1052769.9,0,0,486006.2,0,1052800.8,0,
132,192.15953215333576,0.684917,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7913354.5,8300908.5,8846298.0,8733670.0,8545174.0,9043968.0,2.7685936E7,0,0,0,0,0,0,0,0,0,
133,239.10548908908143,0.6601657,,,,,,,,,,,1.6754384E8,0,1.4120914E8,1.32861096E8,1.2928157E8,1.3161081E8,1.3375736E8,1.3934818E8,1.3331057E8,1.3999242E8,1.50747E8,1.450985E8,1.4802613E8,1.4454435E8,1.4803155E8,1.610129E8,0,1.1813802E8,1.3057346E8,1.0923156E8,1.3106721E8,1.2413554E8,1.3686122E8,1.4467861E8,1.34021976E8,0,
134,389.12334657786045,0.7100109,,,,,,,,,,,0,0,3365408.5,3534868.8,3823214.0,3779538.2,3616284.0,3673504.8,4056401.8,3701276.5,2996746.2,2952080.5,2918152.8,3141821.0,2914857.2,2743412.8,0,3534309.2,3791556.5,3238253.0,3832172.8,3304124.2,3190082.8,3177514.5,3148784.5,0,
135,194.07119387807123,0.71408147,,,,,,,,,,,0,0,3729475.5,3933313.2,4109406.0,4092774.2,3893586.0,3713778.2,4081664.8,4202374.5,4524487.5,4719872.5,4595645.0,4536111.5,0,5038183.0,0,3841771.5,4343729.5,3337055.5,4124160.0,3604682.2,3469637.0,3602200.5,3582252.5,0,
136,293.0991931128465,0.69978994,,,,,,,,,,,0,0,1.6299904E7,1.7564276E7,1.8010908E7,1.7992636E7,1.6613004E7,1.6933434E7,1.7323732E7,1.9509904E7,2.2012094E7,2.2682854E7,2.4248906E7,2.431073E7,2.3689662E7,2.1641434E7,0,1.3499505E7,1.7813904E7,1.2446625E7,1.9507026E7,1.5021019E7,1.6111598E7,1.6641043E7,1.5303038E7,0,
137,211.04621720149225,0.7208251,,,,,,,,,,,0,0,5012806.5,4638372.0,5076601.0,4895279.0,4887982.5,4671067.0,5419103.5,4796771.0,5401946.0,4738310.0,4876952.0,4926525.0,5181891.0,4948197.5,0,5026725.0,5247213.5,4797702.5,5026590.5,4571412.0,4234685.0,4573238.0,4193202.8,0,
138,210.046040846898,0.7185274,,,,,,,,,,,0,0,3711323.0,3080007.0,3784309.2,3371649.5,3295966.0,3413545.2,4068511.5,3452270.2,3169151.5,2908883.8,3251775.2,3143027.2,3474569.0,3276424.5,0,3434775.0,3647135.5,3537577.5,3732510.8,3028549.2,2971118.0,3252280.5,2926764.5,0,
139,205.0683302567659,0.6991434,,,,,,,,,,,0,0,4.4443684E7,4.158292E7,4.453448E7,4.4945376E7,4.118711E7,4.087709E7,4.4760724E7,4.4296264E7,4.4583084E7,4.4379436E7,4.4834344E7,4.780781E7,4.455016E7,4.4970936E7,272950.03,0,4.1903876E7,3.8992484E7,4.52256E7,3.6818556E7,3.6573876E7,3.689019E7,3.839241E7,0,
140,418.07682571688,0.7190717,,,,,,,,,,,0,0,1.8291736E7,1.874776E7,2.0007948E7,1.9539622E7,1.9642938E7,1.8668242E7,2.135655E7,2.0276772E7,1.779926E7,1.9526486E7,1.8589992E7,1.8527694E7,1.933286E7,1.9059828E7,0,1.905846E7,2.0049124E7,1.7392544E7,2.0895156E7,1.6591784E7,1.6033872E7,1.735108E7,1.6153554E7,0,
141,202.05986410128497,0.72212464,,,,,,,,,,,0,0,1.6489187E7,1.6538151E7,1.7754546E7,1.8959714E7,1.7173814E7,1.702453E7,1.9600198E7,1.9677474E7,2.3610152E7,2.1995972E7,2.431262E7,2.4122954E7,2.4818166E7,2.4921214E7,0,1.5636305E7,1.853539E7,1.4139053E7,1.9252418E7,1.5537302E7,1.618138E7,1.7157994E7,1.6765204E7,0,
142,277.0618252732928,0.67195284,,,,,,,,,,,1.2199466E7,0,4135200.8,5765143.0,5561713.5,0,0,0,3645646.8,5309122.0,6602646.0,7418073.5,6898466.5,7398361.5,7242254.5,7137199.5,0,1901399.6,3743911.2,1646177.5,3658089.2,2710947.2,0,6257912.5,5256589.5,0,
143,321.1090164073584,0.7099607,,,,,,,,,,,0,0,3597203.0,3241098.5,3479710.8,3548298.0,3700127.5,3203865.5,3700808.2,3963186.2,5539250.5,6110726.5,6581026.5,6555714.0,6442728.0,6602130.0,0,2389395.5,3268405.2,2181656.0,3375379.5,3333570.0,3626875.5,3842076.8,3827427.5,0,
144,292.01724015637416,0.75135845,,,,,,,,,,,1138058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,162.97362487671728,0.7560113,,,,,,,,,,,0,2152320.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,194.07120399381947,0.7177292,,,,,,,,,,,0,0,3523105.5,4031280.0,4118749.2,4212050.5,4061355.5,3564105.2,4033853.5,4852991.5,4283206.5,4238600.0,4378127.5,4837213.0,4629919.5,4754768.0,0,3792004.0,4433632.0,3311453.0,4368510.5,3942519.0,3619582.2,3910685.0,3806598.5,0,
147,315.0173086287759,0.79496807,,,,,,,,,,,1038424.94,0,0,0,0,0,0,0,0,0,0,240553.8,0,0,284287.7,258835.23,0,0,0,0,0,0,0,0,0,0,
148,449.1178225410068,0.7920376,,,,,,,,,,,0,0,1698711.8,1670129.5,1679307.8,1769943.5,1529451.6,1671781.8,1606947.6,1714430.2,2006045.4,1997196.2,2123724.5,1991569.6,2149279.8,1968948.5,0,1516872.9,1769802.6,1382859.1,1628903.1,1443337.2,1490018.6,1607386.8,1565357.4,0,
149,277.0532303472447,0.78209984,,,,,,,,,,,1770696.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,293.025480878894,0.78209984,,,,,,,,,,,1092647.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,389.1233277825696,0.7341284,,,,,,,,,,,0,0,3463267.0,3403297.8,3769816.5,3736602.5,3577479.8,3380721.5,0,4076915.8,2831359.0,2705371.5,2972968.5,2766006.5,2808109.2,2867117.8,0,3076627.2,3878335.2,3551863.0,3166939.5,2930707.5,3185144.5,3281437.0,3433374.0,0,
152,211.0462436186079,0.7406946,,,,,,,,,,,0,0,4854842.0,4685519.0,5227855.5,4977619.0,5025610.5,4731523.5,5621028.0,5278317.0,5040863.0,4791526.5,4947547.5,4973068.5,4944615.0,5022597.0,0,4942333.0,5401795.0,4908897.0,0,4445588.5,4556540.5,4893588.0,4387726.0,0,
153,261.0878924359206,0.7449393,,,,,,,,,,,2277127.8,0,1388217.6,1237915.4,1404685.5,1334675.1,1488563.2,1301737.0,0,1432520.2,1646016.5,0,1934008.4,1965197.0,1911766.1,1892994.2,0,1063272.4,1339519.2,996532.94,1219559.5,0,1314865.4,0,1430271.8,0,
154,210.04605884042857,0.741085,,,,,,,,,,,0,0,3397531.2,3105815.2,3857416.2,3476207.2,3312281.5,3444586.8,4348123.5,3737270.5,3112415.0,2908883.8,3078171.2,3127212.8,3251225.8,3280069.5,0,3225192.5,3695733.2,1472020.5,3535528.8,3064728.0,2988732.2,3626651.2,2951320.8,0,
155,156.04215279710832,0.80593115,,,,,,,,,,,5.1054964E7,0,1.2235085E7,1.0971215E7,1.2003928E7,1.0970623E7,1.1901944E7,1.2086946E7,1.2014229E7,1.310702E7,1.9203746E7,2.1171734E7,1.9346312E7,2.2001712E7,2.2107136E7,2.1419204E7,0,8582206.0,1.0707486E7,6750113.5,1.011517E7,1.0614607E7,1.0858333E7,1.256342E7,1.159599E7,0,
156,491.30529763559997,0.8420589,,,,,,,,,,,8003755.5,0,1786556.5,1667610.6,0,1709800.1,1831343.9,0,1967087.8,1747936.0,1997470.9,2066901.8,2167541.5,2005738.2,0,2086423.0,0,1561083.5,1588418.8,1400545.2,0,2296920.5,0,2400046.2,2386363.8,0,
157,253.04982140301883,0.8374269,,,,,,,,,,,0,0,855870.0,923868.2,899850.0,925223.6,896373.56,947658.0,903697.1,886750.94,666651.94,593713.5,601878.7,619401.56,581915.94,563410.8,0,874702.94,858211.25,919722.3,970379.7,866346.44,953657.9,914380.94,954407.7,0,
158,273.121067713072,0.8300644,,,,,,,,,,,5.276416E7,0,1.8076028E7,1.6650963E7,0,1.6577656E7,1.7319582E7,1.7089294E7,1.6938822E7,1.6840306E7,2.2321138E7,2.3702744E7,1.9773952E7,2.2725458E7,2.4536596E7,2.162995E7,0,1.2774125E7,1.6461267E7,1.0589157E7,1.5014031E7,1.5824245E7,1.5661121E7,1.7486294E7,1.6871898E7,0,
159,140.5388270984116,0.8220981,,,,,,,,,,,0,0,831569.25,945818.3,829657.75,881733.75,827119.4,906803.06,955704.2,877815.9,866842.9,824313.94,851540.3,0,926726.44,869910.5,0,833122.8,851223.56,806111.8,851422.5,942244.8,906478.5,925628.44,901338.25,0,
160,237.9956650891365,0.8368982,,,,,,,,,,,0,1124032.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,321.1090488180491,0.82114977,,,,,,,,,,,0,0,2745282.0,2494837.5,2350186.5,2322100.0,2529539.5,2547460.8,2412238.8,2511652.8,5282404.5,5956583.0,6127455.5,6396794.0,6747581.5,6700256.5,0,1020546.75,2313003.2,772928.94,2093659.5,1709279.4,2084292.8,2616295.2,2133956.5,0,
162,180.98419732461085,0.88603747,,,,,,,,,,,0,450538.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
